Price,Age_08_04,KM,HP,Automatic,cc,Doors,Cylinders,Gears,Weight,Fuel_Type_CNG,Fuel_Type_Diesel,Fuel_Type_Petrol
13950.0,35.0,59500.0,69.0,0.0,1900.0,3.0,4.0,5.0,1110.0,0,1,0
13950.0,44.0,59000.0,110.0,0.0,1600.0,5.0,4.0,5.0,1110.0,0,0,1
11950.0,40.0,58954.0,110.0,0.0,1600.0,5.0,4.0,5.0,1080.0,0,0,1
10950.0,38.0,58798.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
12450.0,38.0,58363.0,110.0,0.0,1600.0,3.0,4.0,5.0,1055.0,0,0,1
11950.0,43.0,58277.0,110.0,0.0,1600.0,3.0,4.0,5.0,1045.0,0,0,1
13500.0,33.0,57711.0,90.0,0.0,1900.0,3.0,4.0,5.0,1152.5,0,1,0
11690.0,33.0,57269.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
13500.0,39.0,56001.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
11950.0,42.0,55968.0,110.0,0.0,1600.0,3.0,4.0,5.0,1050.0,0,0,1
12900.0,39.0,55678.0,110.0,0.0,1600.0,4.0,4.0,5.0,1030.0,0,0,1
13500.0,43.0,55539.0,110.0,0.0,1600.0,5.0,4.0,5.0,1085.0,0,0,1
11750.0,42.0,55400.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
11750.0,33.0,55350.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
10850.0,43.0,54600.0,110.0,0.0,1600.0,4.0,4.0,5.0,1030.0,0,0,1
11750.0,43.0,53773.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
14950.0,42.0,53719.0,110.0,0.0,1600.0,5.0,4.0,5.0,1105.0,0,0,1
9940.0,39.0,53644.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
12900.0,42.0,53350.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
13500.0,38.0,53000.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
11750.0,44.0,52084.0,97.0,0.0,1400.0,3.0,4.0,5.0,1025.0,0,0,1
11950.0,44.0,52000.0,97.0,0.0,1400.0,3.0,4.0,5.0,1025.0,0,0,1
13450.0,33.0,51945.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
11950.0,41.0,51732.0,97.0,0.0,1400.0,3.0,4.0,5.0,1025.0,0,0,1
12495.0,39.0,50873.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
13500.0,41.0,50856.0,110.0,0.0,1600.0,4.0,4.0,5.0,1030.0,0,0,1
12750.0,40.0,50640.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
12000.0,39.0,50000.0,97.0,0.0,1400.0,5.0,4.0,5.0,1060.0,0,0,1
11950.0,38.0,49500.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
12495.0,44.0,49332.0,110.0,0.0,1600.0,5.0,4.0,5.0,1080.0,0,0,1
12450.0,34.0,49291.0,110.0,0.0,1600.0,3.0,4.0,5.0,1040.0,0,0,1
14750.0,40.0,48952.0,90.0,0.0,1900.0,5.0,4.0,5.0,1152.5,0,1,0
10950.0,39.0,48945.0,110.0,0.0,1600.0,3.0,4.0,5.0,1040.0,0,0,1
13500.0,33.0,48928.0,69.0,0.0,1900.0,3.0,4.0,5.0,1105.0,0,1,0
12950.0,38.0,48197.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
13500.0,35.0,48052.0,69.0,0.0,1900.0,3.0,4.0,5.0,1105.0,0,1,0
13450.0,34.0,48011.0,110.0,0.0,1600.0,4.0,4.0,5.0,1030.0,0,0,1
13500.0,43.0,48000.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
11480.0,41.0,47350.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
13450.0,39.0,46821.0,97.0,0.0,1400.0,5.0,4.0,5.0,1060.0,0,0,1
11495.0,39.0,46694.0,110.0,0.0,1600.0,3.0,4.0,5.0,1040.0,0,0,1
12750.0,43.0,46515.0,97.0,0.0,1400.0,5.0,4.0,5.0,1025.0,0,0,1
14990.0,38.0,46327.0,110.0,0.0,1600.0,3.0,4.0,5.0,1055.0,0,0,1
12950.0,35.0,46304.0,97.0,0.0,1400.0,5.0,4.0,5.0,1060.0,0,0,1
12950.0,40.0,45886.0,110.0,0.0,1600.0,5.0,4.0,5.0,1080.0,0,0,1
12850.0,39.0,45713.0,97.0,0.0,1400.0,5.0,4.0,5.0,1085.0,0,0,1
13950.0,40.0,45600.0,110.0,0.0,1600.0,5.0,4.0,5.0,1105.0,0,0,1
11950.0,41.0,45287.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
12950.0,39.0,45081.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
11700.0,40.0,44830.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
9950.0,37.0,44757.0,97.0,0.0,1400.0,3.0,4.0,5.0,1025.0,0,0,1
11895.0,44.0,44218.0,97.0,0.0,1400.0,5.0,4.0,5.0,1060.0,0,0,1
12950.0,43.0,43632.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
12500.0,36.0,43427.0,110.0,0.0,1600.0,3.0,4.0,5.0,1040.0,0,0,1
13875.0,39.0,43254.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
10500.0,35.0,43000.0,110.0,0.0,1600.0,3.0,4.0,5.0,1050.0,0,0,1
12295.0,33.0,42823.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
13950.0,42.0,42560.0,110.0,0.0,1600.0,5.0,4.0,5.0,1080.0,0,0,1
10950.0,38.0,41754.0,110.0,0.0,1600.0,3.0,4.0,5.0,1040.0,0,0,1
12950.0,44.0,41499.0,110.0,0.0,1600.0,5.0,4.0,5.0,1103.0,1,0,0
12850.0,40.0,41339.0,110.0,0.0,1600.0,5.0,4.0,5.0,1080.0,0,0,1
13995.0,35.0,41000.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
13750.0,39.0,40000.0,110.0,0.0,1600.0,3.0,4.0,5.0,1055.0,0,0,1
12750.0,37.0,39757.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
12500.0,41.0,39659.0,110.0,0.0,1600.0,3.0,4.0,5.0,1045.0,0,0,1
13950.0,43.0,39650.0,110.0,0.0,1600.0,3.0,4.0,5.0,1055.0,0,0,1
11500.0,39.0,39524.0,97.0,0.0,1398.0,3.0,4.0,5.0,1025.0,0,0,1
13950.0,44.0,39516.0,97.0,0.0,1400.0,5.0,4.0,5.0,1060.0,0,0,1
11895.0,41.0,39439.0,97.0,0.0,1400.0,5.0,4.0,5.0,1060.0,0,0,1
9950.0,44.0,39000.0,97.0,0.0,1400.0,3.0,4.0,5.0,1025.0,0,0,1
13500.0,42.0,38932.0,110.0,0.0,1600.0,3.0,4.0,5.0,1040.0,0,0,1
11450.0,37.0,38812.0,97.0,0.0,1400.0,3.0,4.0,5.0,1025.0,0,0,1
12450.0,42.0,38665.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
12950.0,40.0,38653.0,110.0,0.0,1600.0,5.0,4.0,5.0,1080.0,0,0,1
13995.0,44.0,38461.0,110.0,0.0,1600.0,5.0,4.0,5.0,1080.0,0,0,1
11750.0,42.0,38078.0,97.0,0.0,1400.0,3.0,4.0,5.0,1025.0,0,0,1
11650.0,39.0,37782.0,97.0,0.0,1400.0,5.0,4.0,5.0,1060.0,0,0,1
9950.0,43.0,37576.0,97.0,0.0,1400.0,3.0,4.0,5.0,1030.0,0,0,1
13950.0,41.0,37533.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
12950.0,44.0,37389.0,110.0,0.0,1600.0,5.0,4.0,5.0,1080.0,0,0,1
10950.0,38.0,37320.0,97.0,0.0,1400.0,3.0,4.0,5.0,1025.0,0,0,1
9900.0,42.0,37000.0,97.0,0.0,1400.0,3.0,4.0,5.0,1025.0,0,0,1
11950.0,44.0,37000.0,110.0,0.0,1600.0,4.0,4.0,5.0,1075.0,0,0,1
11990.0,40.0,36566.0,110.0,0.0,1600.0,5.0,4.0,5.0,1090.0,0,0,1
10750.0,36.0,36269.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
13950.0,37.0,36074.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
11250.0,44.0,36066.0,110.0,0.0,1600.0,3.0,4.0,5.0,1040.0,0,0,1
12950.0,39.0,34599.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
11950.0,41.0,34000.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
10950.0,42.0,33623.0,97.0,0.0,1400.0,3.0,4.0,5.0,1025.0,0,0,1
12950.0,33.0,33591.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
12950.0,35.0,33258.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
11695.0,43.0,33113.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
11000.0,41.0,33000.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
13950.0,35.0,32941.0,110.0,0.0,1600.0,5.0,4.0,5.0,1080.0,0,0,1
11950.0,38.0,32781.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
11750.0,40.0,32532.0,110.0,0.0,1600.0,3.0,4.0,5.0,1040.0,0,0,1
12400.0,34.0,32431.0,97.0,0.0,1400.0,5.0,4.0,5.0,1060.0,0,0,1
12500.0,35.0,32000.0,110.0,0.0,1600.0,3.0,4.0,5.0,1040.0,0,0,1
12900.0,33.0,31000.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
12200.0,41.0,30989.0,110.0,0.0,1600.0,3.0,4.0,5.0,1045.0,0,0,1
12750.0,43.0,30742.0,110.0,0.0,1600.0,3.0,4.0,5.0,1040.0,0,0,1
11950.0,42.0,30190.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
11900.0,41.0,29716.0,116.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
11950.0,44.0,29716.0,110.0,0.0,1600.0,3.0,4.0,5.0,1070.0,0,0,1
14950.0,42.0,29640.0,110.0,0.0,1600.0,3.0,4.0,5.0,1055.0,0,0,1
11950.0,41.0,29056.0,97.0,0.0,1400.0,5.0,4.0,5.0,1060.0,0,0,1
12950.0,33.0,28715.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
14950.0,41.0,28571.0,110.0,0.0,1600.0,5.0,4.0,5.0,1090.0,0,0,1
13450.0,40.0,28362.0,110.0,0.0,1600.0,3.0,4.0,5.0,1040.0,0,0,1
13750.0,38.0,28150.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
12950.0,43.0,27301.0,110.0,0.0,1600.0,3.0,4.0,5.0,1040.0,0,0,1
12750.0,33.0,27240.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
11895.0,39.0,27170.0,97.0,0.0,1400.0,5.0,4.0,5.0,1060.0,0,0,1
9950.0,42.0,27141.0,97.0,0.0,1400.0,5.0,4.0,5.0,1060.0,0,0,1
12450.0,38.0,26262.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
12500.0,38.0,26000.0,97.0,0.0,1400.0,5.0,4.0,5.0,1060.0,0,0,1
14950.0,43.0,25228.0,110.0,0.0,1600.0,3.0,4.0,5.0,1045.0,0,0,1
13750.0,39.0,25062.0,110.0,0.0,1600.0,5.0,4.0,5.0,1080.0,0,0,1
12695.0,39.0,24723.0,110.0,0.0,1600.0,4.0,4.0,5.0,1060.0,0,0,1
14990.0,33.0,24650.0,110.0,0.0,1600.0,3.0,4.0,5.0,1055.0,0,0,1
12750.0,43.0,24553.0,110.0,0.0,1600.0,5.0,4.0,5.0,1080.0,0,0,1
14350.0,41.0,24475.0,110.0,0.0,1600.0,5.0,4.0,5.0,1030.0,0,0,1
12950.0,39.0,24444.0,110.0,0.0,1600.0,3.0,4.0,5.0,1040.0,0,0,1
11500.0,35.0,24011.0,97.0,0.0,1400.0,3.0,4.0,5.0,1025.0,0,0,1
11950.0,41.0,24000.0,97.0,0.0,1400.0,3.0,4.0,5.0,1025.0,0,0,1
13450.0,40.0,23616.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
12900.0,38.0,22865.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
10500.0,41.0,22780.0,86.0,0.0,1300.0,5.0,4.0,5.0,1035.0,0,0,1
10950.0,35.0,21904.0,97.0,0.0,1400.0,3.0,4.0,5.0,1025.0,0,0,1
11950.0,41.0,21651.0,97.0,0.0,1400.0,3.0,4.0,5.0,1025.0,0,0,1
11450.0,37.0,21500.0,110.0,0.0,1600.0,5.0,4.0,5.0,1030.0,0,0,1
13250.0,44.0,21027.0,110.0,0.0,1600.0,5.0,4.0,5.0,1080.0,0,0,1
10250.0,39.0,18500.0,110.0,0.0,1600.0,4.0,4.0,5.0,1030.0,0,0,1
13995.0,35.0,18000.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
11950.0,40.0,17051.0,97.0,0.0,1400.0,5.0,4.0,5.0,1060.0,0,0,1
13250.0,33.0,16512.0,97.0,0.0,1400.0,5.0,4.0,5.0,1085.0,0,0,1
12950.0,40.0,16325.0,110.0,0.0,1600.0,5.0,4.0,5.0,1080.0,0,0,1
11750.0,38.0,16000.0,97.0,0.0,1400.0,5.0,4.0,5.0,1060.0,0,0,1
11500.0,39.0,12000.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
13500.0,43.0,10000.0,97.0,0.0,1400.0,5.0,4.0,5.0,1060.0,0,0,1
6500.0,53.0,153051.875,69.0,0.0,1900.0,3.0,4.0,5.0,1110.0,0,1,0
6400.0,51.0,153051.875,69.0,0.0,1900.0,4.0,4.0,5.0,1095.0,0,1,0
7000.0,53.0,153051.875,69.0,0.0,1900.0,3.0,4.0,5.0,1105.0,0,1,0
7750.0,54.0,153051.875,72.0,0.0,1900.0,4.0,4.0,5.0,1100.0,0,1,0
8900.0,45.0,153051.875,69.0,0.0,1900.0,5.0,4.0,5.0,1095.0,0,1,0
8500.0,55.0,150000.0,110.0,0.0,1600.0,3.0,4.0,5.0,1075.0,1,0,0
8950.0,54.0,149329.0,72.0,0.0,1900.0,5.0,4.0,5.0,1135.0,0,1,0
9900.0,51.0,146736.0,110.0,0.0,1600.0,5.0,4.0,5.0,1080.0,0,0,1
10250.0,53.0,143513.0,69.0,0.0,1900.0,5.0,4.0,5.0,1140.0,0,1,0
9250.0,48.0,142130.0,110.0,0.0,1600.0,5.0,4.0,5.0,1119.0,1,0,0
7750.0,48.0,140700.0,69.0,0.0,1900.0,5.0,4.0,5.0,1110.0,0,1,0
9450.0,54.0,138394.0,69.0,0.0,1900.0,4.0,4.0,5.0,1095.0,0,1,0
7750.0,55.0,137000.0,72.0,0.0,1900.0,5.0,4.0,5.0,1135.0,0,1,0
8250.0,52.0,135258.0,69.0,0.0,1900.0,5.0,4.0,5.0,1140.0,0,1,0
9950.0,49.0,131364.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
4450.0,56.0,129155.0,69.0,0.0,1800.0,5.0,4.0,5.0,1110.0,0,1,0
9950.0,50.0,126110.0,110.0,0.0,1600.0,3.0,4.0,5.0,1055.0,0,0,1
9000.0,48.0,119742.0,110.0,0.0,1600.0,5.0,4.0,5.0,1080.0,0,0,1
9950.0,53.0,117913.0,69.0,0.0,1900.0,5.0,4.0,5.0,1110.0,0,1,0
12450.0,47.0,117430.0,90.0,0.0,1900.0,3.0,4.0,5.0,1152.5,0,1,0
10500.0,55.0,117175.0,110.0,0.0,1600.0,4.0,4.0,5.0,1035.0,0,0,1
10750.0,54.0,115558.0,110.0,0.0,1600.0,4.0,4.0,5.0,1035.0,0,0,1
8950.0,53.0,115113.0,97.0,0.0,1400.0,3.0,4.0,5.0,1025.0,0,0,1
10500.0,54.0,115046.0,69.0,0.0,1900.0,5.0,4.0,5.0,1140.0,0,1,0
5150.0,56.0,113997.0,72.0,0.0,1900.0,5.0,4.0,5.0,1135.0,0,1,0
10950.0,49.0,107859.0,97.0,0.0,1400.0,5.0,4.0,5.0,1060.0,0,0,1
9450.0,52.0,104805.0,97.0,0.0,1400.0,3.0,4.0,5.0,1025.0,0,0,1
9950.0,54.0,103454.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
10950.0,51.0,103018.0,69.0,0.0,1900.0,5.0,4.0,5.0,1140.0,0,1,0
11900.0,47.0,102352.0,110.0,0.0,1600.0,5.0,4.0,5.0,1080.0,0,0,1
9950.0,50.0,102030.0,97.0,0.0,1400.0,5.0,4.0,5.0,1060.0,0,0,1
11950.0,54.0,101352.0,110.0,0.0,1600.0,5.0,4.0,5.0,1080.0,0,0,1
7900.0,50.0,99865.0,110.0,0.0,1600.0,4.0,4.0,5.0,1035.0,0,0,1
10950.0,52.0,99323.0,110.0,0.0,1600.0,3.0,4.0,5.0,1055.0,0,0,1
8950.0,48.0,98100.0,69.0,0.0,1900.0,5.0,4.0,5.0,1140.0,0,1,0
11950.0,51.0,98040.0,110.0,0.0,1600.0,5.0,4.0,5.0,1080.0,0,0,1
10900.0,49.0,97600.0,110.0,0.0,1600.0,3.0,4.0,5.0,1045.0,0,0,1
9950.0,55.0,97234.0,110.0,0.0,1600.0,5.0,4.0,5.0,1080.0,0,0,1
9950.0,51.0,96135.0,72.0,0.0,1900.0,3.0,4.0,5.0,1115.0,0,1,0
10950.0,54.0,96100.0,110.0,0.0,1600.0,5.0,4.0,5.0,1080.0,0,0,1
8950.0,55.0,94401.0,72.0,0.0,1900.0,3.0,4.0,5.0,1115.0,0,1,0
8950.0,55.0,94122.0,86.0,0.0,1300.0,3.0,4.0,5.0,1015.0,0,0,1
10500.0,49.0,91340.0,110.0,0.0,1600.0,3.0,4.0,5.0,1055.0,0,0,1
8950.0,53.0,90200.0,97.0,0.0,1400.0,3.0,4.0,5.0,1025.0,0,0,1
9250.0,53.0,90097.0,69.0,0.0,1900.0,5.0,4.0,5.0,1140.0,0,1,0
11500.0,48.0,89049.0,97.0,0.0,1400.0,5.0,4.0,5.0,1060.0,0,0,1
9750.0,52.0,89000.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
9950.0,45.0,87274.0,110.0,0.0,1600.0,3.0,4.0,5.0,1040.0,0,0,1
11450.0,49.0,86221.0,110.0,0.0,1600.0,3.0,4.0,5.0,1045.0,0,0,1
12500.0,54.0,84598.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
10500.0,50.0,83567.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
12950.0,50.0,83106.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
12200.0,50.0,82805.0,110.0,0.0,1600.0,3.0,4.0,5.0,1040.0,0,0,1
10950.0,50.0,82735.0,97.0,0.0,1400.0,3.0,4.0,5.0,1030.0,0,0,1
10950.0,54.0,81905.0,110.0,0.0,1600.0,5.0,4.0,5.0,1105.0,0,0,1
11290.0,49.0,80320.0,110.0,0.0,1600.0,3.0,4.0,5.0,1070.0,0,0,1
10750.0,49.0,80090.0,97.0,0.0,1400.0,3.0,4.0,5.0,1030.0,0,0,1
10895.0,53.0,79800.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
11500.0,47.0,78785.0,110.0,0.0,1600.0,5.0,4.0,5.0,1119.0,1,0,0
9750.0,48.0,78600.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
10250.0,55.0,77780.0,110.0,0.0,1600.0,3.0,4.0,5.0,1040.0,0,0,1
12500.0,49.0,77648.0,110.0,0.0,1600.0,4.0,4.0,5.0,1030.0,0,0,1
11950.0,54.0,77270.0,110.0,0.0,1600.0,4.0,4.0,5.0,1035.0,0,0,1
10750.0,50.0,76167.0,97.0,0.0,1400.0,5.0,4.0,5.0,1060.0,0,0,1
11450.0,46.0,75249.0,110.0,0.0,1600.0,4.0,4.0,5.0,1035.0,0,0,1
11950.0,54.0,75231.0,110.0,0.0,1600.0,5.0,4.0,5.0,1080.0,0,0,1
11750.0,48.0,75045.0,110.0,0.0,1600.0,3.0,4.0,5.0,1055.0,0,0,1
10950.0,50.0,74849.0,110.0,0.0,1600.0,4.0,4.0,5.0,1060.0,0,0,1
11950.0,55.0,74715.0,110.0,0.0,1600.0,5.0,4.0,5.0,1080.0,0,0,1
10995.0,49.0,74656.0,69.0,0.0,1900.0,3.0,4.0,5.0,1105.0,0,1,0
11450.0,56.0,74500.0,97.0,0.0,1400.0,3.0,4.0,5.0,1025.0,0,0,1
8900.0,49.0,74494.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
10500.0,50.0,73634.0,110.0,0.0,1587.0,5.0,4.0,5.0,1075.0,0,0,1
11750.0,47.0,73403.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
11450.0,49.0,73175.0,97.0,0.0,1400.0,3.0,4.0,5.0,1030.0,0,0,1
12000.0,52.0,73000.0,110.0,0.0,1600.0,3.0,4.0,5.0,1055.0,0,0,1
11950.0,50.0,72242.0,110.0,0.0,1600.0,3.0,4.0,5.0,1070.0,0,0,1
9850.0,53.0,72000.0,97.0,0.0,1400.0,3.0,4.0,5.0,1025.0,0,0,1
10950.0,54.0,71725.0,110.0,0.0,1600.0,4.0,4.0,5.0,1035.0,0,0,1
10950.0,54.0,71276.0,110.0,0.0,1600.0,5.0,4.0,5.0,1080.0,0,0,1
8695.0,50.0,70440.0,69.0,0.0,1900.0,3.0,4.0,5.0,1105.0,0,1,0
10990.0,53.0,70239.0,110.0,0.0,1600.0,3.0,4.0,5.0,1040.0,0,0,1
9500.0,55.0,69813.0,97.0,0.0,1400.0,3.0,4.0,5.0,1025.0,0,0,1
11950.0,49.0,69659.0,86.0,0.0,1300.0,3.0,4.0,5.0,1025.0,0,0,1
10750.0,46.0,69574.0,97.0,0.0,1400.0,5.0,4.0,5.0,1065.0,0,0,1
8750.0,47.0,69000.0,69.0,0.0,1900.0,5.0,4.0,5.0,1140.0,0,1,0
8750.0,49.0,68565.0,110.0,0.0,1600.0,4.0,4.0,5.0,1030.0,0,0,1
11450.0,55.0,68520.0,72.0,0.0,1900.0,3.0,4.0,5.0,1115.0,0,1,0
9950.0,46.0,68414.0,97.0,0.0,1400.0,3.0,4.0,5.0,1025.0,0,0,1
11950.0,56.0,66777.0,110.0,0.0,1600.0,5.0,4.0,5.0,1090.0,0,0,1
13950.0,52.0,66527.0,110.0,0.0,1600.0,5.0,4.0,5.0,1080.0,0,0,1
11250.0,54.0,66063.0,110.0,0.0,1600.0,5.0,4.0,5.0,1090.0,0,0,1
10900.0,50.0,65471.0,97.0,0.0,1400.0,5.0,4.0,5.0,1060.0,0,0,1
9750.0,56.0,65400.0,97.0,0.0,1400.0,3.0,4.0,5.0,1025.0,0,0,1
9950.0,52.0,65170.0,97.0,0.0,1400.0,3.0,4.0,5.0,1025.0,0,0,1
11950.0,56.0,65000.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
10450.0,48.0,64193.0,110.0,0.0,1600.0,3.0,4.0,5.0,1040.0,0,0,1
